,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Final Region,p1_z,p2_z,p3_z,rating
2101,MP Stead ,1979,2,2,0,10,10,5,45,22,0,0,1,CAN,5.180173621738163e-06,0.0,0.010002066247415823,0.0009353579879149497
2150,ND Hirwani ,1988,18,7,3,8,4,2,29,27,0,0,2,INDIA,2.2700671960150286e-05,0.0,0.009820210497462763,0.0009216425962541538
2210,Fahim Muntasir ,2001,3,3,1,6,5,3,17,35,0,0,1,BDESH,2.348345375187966e-06,0.0,0.009547426872533314,0.0008923566122556008
2119,Faisal Athar ,2003,1,1,0,9,9,9,38,23,0,0,0,PAK,0.0,0.0,0.009411035060068506,0.0008791761652143461
2244,RK Whelan ,2007,2,2,0,5,5,2,12,41,0,0,1,IRE,5.525518529854028e-07,0.0,0.009320107185092016,0.0008707849479794261
2144,R Dhanraj ,1994,6,2,1,8,8,8,32,25,0,0,0,WI,2.9469432159221527e-05,0.0,0.009092787497650707,0.0008549516218621485
2153,MA Lynch ,1988,3,3,0,8,6,2,32,25,0,0,1,ENG,2.946943215922149e-06,0.0,0.009092787497650707,0.0008499961754160816
2337,K Kamyuka ,2013,2,1,0,2,2,2,2,100,0,0,0,CAN,9.209197549756978e-08,0.0,0.009092787497650912,0.0008494627766667026
2340,Masood Iqbal ,1984,1,1,0,2,2,2,2,100,0,0,0,PAK,0.0,0.0,0.009092787497650912,0.0008494455702554329
2350,ACL Richards ,2007,1,1,0,2,2,2,2,100,0,0,0,WI,0.0,0.0,0.009092787497650912,0.0008494455702554329
2344,SP Mukherjee ,1990,3,1,1,2,2,0,2,100,0,0,0,INDIA,0.0,0.0,0.009092787497650912,0.0008494455702554329
2338,Kashif Raza ,2001,1,1,1,2,2,0,2,100,0,0,0,PAK,0.0,0.0,0.009092787497650912,0.0008494455702554329
2252,D Ganesh ,1997,1,1,0,4,4,4,8,50,0,0,0,INDIA,0.0,0.0,0.009092787497650707,0.0008494455702554122
2155,EZ Matambanadzo ,1996,7,5,3,8,5,4,33,24,0,0,1,ZIM,1.8234211148518285e-05,0.0,0.008729075997744678,0.0008188746168768543
2132,JA Snow ,1971,9,4,2,9,5,4,41,21,0,0,0,ENG,3.0206167963201997e-05,0.0,0.008592684185279939,0.000808369766788265
2237,D Ramnarine ,1997,4,3,0,5,2,1,13,38,0,0,0,WI,8.978967611012836e-07,0.0,0.00863814812276821,0.0008071410542525349
2232,Maqsood Rana ,1990,1,1,0,5,5,5,13,38,0,0,0,PAK,0.0,0.0,0.00863814812276821,0.0008069732917426405
2226,N Fernandes ,2008,1,1,0,5,5,5,13,38,0,0,0,UAE,0.0,0.0,0.00863814812276821,0.0008069732917426405
2059,LJ Burger ,2003,6,6,1,11,5,2,62,17,0,0,2,NAM,1.4274256202122884e-05,0.0,0.008501756310303464,0.0007968986019358229
2203,GD Campbell ,1989,12,3,1,6,4,3,19,31,0,0,1,AUS,1.4435417159243624e-05,0.0,0.008456292372815222,0.0007926814853042706
2212,Harvinder Singh ,1997,16,5,1,6,3,1,19,31,0,0,1,INDIA,6.561553254201646e-06,0.0,0.008456292372815222,0.0007912103371405933
2216,MJ North ,2009,2,2,0,6,5,3,19,31,0,0,0,AUS,1.3123106508403338e-06,0.0,0.008456292372815222,0.0007902295716981416
2120,SP Gauchan ,2018,1,1,1,9,9,0,44,20,0,0,0,NEPAL,0.0,0.0,0.008183508747885657,0.0007645010132298688
2278,UWMBCA Welegedara ,2009,10,3,2,4,2,4,9,44,0,0,0,SL,7.459450015302987e-06,0.0,0.008001652997932622,0.000748905821137716
2246,LS Bhandari ,2018,1,1,1,4,4,0,9,44,0,0,0,NEPAL,0.0,0.0,0.008001652997932622,0.0007475121018247623
2262,PI Pocock ,1985,1,1,0,4,4,4,9,44,0,0,0,ENG,0.0,0.0,0.008001652997932622,0.0007475121018247623
2197,RF van Oosterom ,1996,3,3,2,7,5,7,27,25,0,0,1,NL,8.702691684520079e-06,0.0,0.007956189060444445,0.0007448908798386078
2175,JOA Gordon ,2012,5,4,2,7,4,3,28,25,0,0,0,CAN,7.735725941795645e-06,0.0,0.007956189060444445,0.0007447102125202663
2178,Izatullah Dawlatzai ,2010,5,3,1,7,6,3,27,25,0,0,1,AFG,7.459450015302921e-06,0.0,0.007956189060444445,0.0007446585932864471
2243,DJ Terbrugge ,2000,4,2,1,5,5,5,14,35,0,0,0,SA,4.834828713622285e-06,0.0,0.007956189060444404,0.000744168210565211
2169,RW Ali ,1996,9,3,3,7,6,0,28,25,0,0,0,KENYA,0.0,0.0,0.007956189060444445,0.0007432648739734934
2159,Rahat Ali ,2012,14,7,4,8,6,2,37,21,0,0,2,PAK,2.2148120107164874e-05,0.0,0.007637941498026593,0.0007176724209252258
2241,Talha Jubair ,2002,6,5,3,5,4,2,15,33,0,0,2,BDESH,3.4534490811587648e-06,0.0,0.0075015496855618665,0.0007014378358833741
2213,M Hendrick ,1973,22,10,5,6,2,1,22,27,0,0,3,ENG,1.0636623169968994e-05,0.0,0.007365157873097127,0.0006900382524086916
2263,LN Roche ,2018,3,2,0,4,4,2,10,40,0,0,1,ZIM,9.209197549756736e-07,0.0,0.007274229998120566,0.0006797285203170322
2255,Gursharan Singh ,1990,1,1,0,4,4,4,10,40,0,0,0,INDIA,0.0,0.0,0.007274229998120566,0.0006795564562043256
2242,Tanbir Hayder ,2016,2,2,0,5,3,2,16,31,0,0,0,BDESH,7.367358039805371e-07,0.0,0.00704691031067933,0.0006584579682381072
2182,Liaqat Ali ,1977,3,1,0,7,7,7,31,22,0,0,0,PAK,9.991979341486016e-06,0.0,0.007001446373191111,0.0006559399847195807
2307,U Ranchod ,1992,3,1,1,3,3,0,6,50,0,0,0,ZIM,0.0,0.0,0.006819590623237979,0.000637084177691554
2290,LJ Hamilton ,2005,2,2,2,3,2,0,6,50,0,0,0,NZ,0.0,0.0,0.006819590623237979,0.000637084177691554
2261,GK Pandey ,1999,2,2,1,4,4,4,11,36,0,0,1,INDIA,1.0130117304732414e-06,0.0,0.006546806998308509,0.0006117900811078859
2269,RW Staple ,2004,2,2,0,4,4,2,11,36,0,0,1,USA,5.065058652366205e-07,0.0,0.006546806998308509,0.0006116954458458925
2209,CE Eksteen ,1991,6,2,2,6,6,0,25,24,0,0,0,SA,0.0,0.0,0.006546806998308558,0.0006116008105838992
2256,SD Heazlett ,2017,1,1,0,4,4,4,11,36,0,0,0,AUS,0.0,0.0,0.006546806998308509,0.0006116008105838992
2272,Tanveer Ahmed ,2016,6,4,4,4,2,0,11,36,0,0,0,HKG,0.0,0.0,0.006546806998308509,0.0006116008105838992
2131,Rashid Zia ,2004,2,2,0,9,8,4,57,15,0,0,0,USA,5.249242603361337e-06,0.0,0.006137631560914241,0.0005743565253648584
2227,R Illingworth ,1971,3,2,0,5,4,2,18,27,0,0,0,ENG,1.657655558956208e-06,0.0,0.0061376315609142544,0.0005736854753252809
2233,Najeeb Tarakai ,2017,1,1,0,5,5,5,18,27,0,0,0,AFG,0.0,0.0,0.0061376315609142544,0.0005733757599224068
2345,Nadeem Khan ,1993,2,1,0,2,2,2,3,66,0,0,0,PAK,1.3813796324635203e-07,0.0,0.006001239748449601,0.0005606598859854839
2355,MS Tshabalala ,2007,4,1,1,2,2,0,3,66,0,0,0,SA,0.0,0.0,0.006001239748449601,0.0005606340763685795
2323,DJ Cullen ,2006,5,1,1,2,2,0,3,66,0,0,0,AUS,0.0,0.0,0.006001239748449601,0.0005606340763685795
2349,MR Pydanna ,1980,3,1,1,2,2,0,3,66,0,0,0,WI,0.0,0.0,0.006001239748449601,0.0005606340763685795
2319,JP Agnew ,1985,3,1,1,2,2,0,3,66,0,0,0,ENG,0.0,0.0,0.006001239748449601,0.0005606340763685795
2267,Shahzad Khan ,2007,1,1,0,4,4,4,12,33,0,0,0,CAN,0.0,0.0,0.006001239748449467,0.0005606340763685691
2299,CT Mumba ,2016,2,2,1,3,2,3,7,42,0,0,0,ZIM,4.834828713622295e-07,0.0,0.0057284561235199025,0.0005352410429200747
2312,Usman Mushtaq ,2015,1,1,0,3,3,3,7,42,0,0,0,UAE,0.0,0.0,0.0057284561235199025,0.000535150709260904
2282,SA Abbott ,2014,1,1,0,3,3,3,7,42,0,0,0,AUS,0.0,0.0,0.0057284561235199025,0.000535150709260904
2236,LN Rajbanshi ,2019,3,2,2,5,3,0,20,25,0,0,0,NEPAL,0.0,0.0,0.005682992186031717,0.0005309034814096351
2056,MJD Allingham ,1999,3,3,0,11,6,3,96,11,0,0,0,SCOT,1.3261244471649639e-05,0.0,0.0055011364360787116,0.0005163922932275621
2196,RJW Topley ,2015,10,5,4,7,6,7,40,17,0,0,0,ENG,5.80179445634673e-05,0.0,0.005410208561102223,0.0005162601534027362
2204,U Chatterjee ,1995,3,2,1,6,3,6,30,20,0,0,0,INDIA,8.288277794781035e-06,0.0,0.005455672498590466,0.00051121591916764
2266,BB Seebaran ,2003,4,3,2,4,4,4,13,30,0,0,1,CAN,3.5915870444051355e-06,0.0,0.005455672498590424,0.0005103383921928166
2280,P Wilson ,1997,11,5,2,4,2,1,13,30,0,0,2,AUS,2.9929892036709415e-06,0.0,0.005455672498590424,0.0005102265505195641
2143,PA Desai ,2010,13,8,5,8,3,2,55,14,0,0,2,CAN,3.0390351914197136e-05,0.0,0.005091960998684396,0.0004813676350624792
2247,MI Black ,2001,5,2,0,4,4,2,14,28,0,0,1,WI,2.5785753139318814e-06,0.0,0.005091960998684396,0.0004761712988586168
2264,AM Salvi ,2003,4,3,1,4,4,2,14,28,0,0,2,INDIA,1.9339314854489135e-06,0.0,0.005091960998684396,0.0004760508539797191
2270,PJR Steyn ,1995,1,1,0,4,4,4,14,28,0,0,0,SA,0.0,0.0,0.005091960998684396,0.0004756895193430258
2271,R Sudhakar Rao ,1976,1,1,0,4,4,4,14,28,0,0,0,INDIA,0.0,0.0,0.005091960998684396,0.0004756895193430258
2296,Mahbubur Rahman ,1999,1,1,0,3,3,3,8,37,0,0,0,BDESH,0.0,0.0,0.005046497061196105,0.0004714422914917466
2174,DM Gondaria ,2013,2,2,0,7,6,3,45,15,0,0,0,KENYA,3.108104173042897e-06,0.0,0.004773713436266666,0.0004465396407644884
2276,S Vesawkar ,2018,1,1,0,4,4,4,15,26,0,0,0,NEPAL,0.0,0.0,0.004728249498778368,0.00044171169653281267
2239,L Sivaramakrishnan ,1985,16,4,2,5,2,2,24,20,0,0,0,INDIA,1.6576555589562108e-05,0.0,0.004546393748825374,0.00042781993915649787
2398,KJ Silva ,1995,1,1,1,1,1,0,1,100,0,0,0,SL,0.0,0.0,0.004546393748825456,0.00042472278512771647
2407,J Yadav ,2016,1,1,1,1,1,0,1,100,0,0,0,INDIA,0.0,0.0,0.004546393748825456,0.00042472278512771647
2381,GJ McCarter ,2014,1,1,1,1,1,0,1,100,0,0,0,IRE,0.0,0.0,0.004546393748825456,0.00042472278512771647
2385,PV Mpitsang ,1999,2,1,1,1,1,0,1,100,0,0,0,SA,0.0,0.0,0.004546393748825456,0.00042472278512771647
2369,CI Dunusinghe ,1995,1,1,0,1,1,1,1,100,0,0,0,SL,0.0,0.0,0.004546393748825456,0.00042472278512771647
2367,GA Cope ,1977,2,1,1,1,1,0,1,100,0,0,0,ENG,0.0,0.0,0.004546393748825456,0.00042472278512771647
2343,Morshed Ali Khan ,1998,3,1,1,2,2,0,4,50,0,0,0,BDESH,0.0,0.0,0.004546393748825456,0.00042472278512771647
2356,AP Weerakkody ,1994,1,1,0,2,2,2,4,50,0,0,0,SL,0.0,0.0,0.004546393748825456,0.00042472278512771647
2260,Mohammad Nazir ,1980,4,3,3,4,2,0,16,25,0,0,0,PAK,0.0,0.0,0.004546393748825353,0.0004247227851277061
2306,GD Porter ,1979,2,1,0,3,3,3,9,33,0,0,0,AUS,6.21620834608584e-07,0.0,0.004500929811337066,0.00042059170055250197
2195,NA Statham ,2003,3,3,0,7,7,2,50,14,0,0,2,NL,4.604598774878347e-06,0.0,0.0044554658738488895,0.00041708864998871186
2250,PJ Franks ,2000,1,1,0,4,4,4,17,23,0,0,0,ENG,0.0,0.0,0.004182682248919325,0.0003907449623174929
2289,D Gamage ,2003,3,2,1,3,2,3,10,30,0,0,0,SL,1.3813796324635104e-06,0.0,0.004091754373942788,0.0003825086027839995
2294,Junaid Siddique ,2019,3,2,1,3,2,3,10,30,0,0,0,UAE,1.3813796324635104e-06,0.0,0.004091754373942788,0.0003825086027839995
2254,Z Groenewald ,2019,4,2,1,4,3,4,19,21,0,0,0,NAM,5.249242603361325e-06,0.0,0.0038189707490132964,0.0003577479049497209
2314,CJPG van Zyl ,1992,2,2,1,3,3,3,11,27,0,0,1,SA,7.597587978549308e-07,0.0,0.0036825789365485086,0.00034416740884643196
2308,RE Redmond ,1973,2,1,0,3,3,3,11,27,0,0,0,NZ,7.597587978549308e-07,0.0,0.0036825789365485086,0.00034416740884643196
2287,JWHD Boteju ,1999,2,2,1,3,2,3,11,27,0,0,0,SL,7.597587978549308e-07,0.0,0.0036825789365485086,0.00034416740884643196
2302,IE O'Brien ,2008,10,2,2,3,3,0,11,27,0,0,0,NZ,0.0,0.0,0.0036825789365485086,0.00034402545595344197
2284,Ali Khan ,2019,1,1,0,3,3,3,11,27,0,0,0,USA,0.0,0.0,0.0036825789365485086,0.00034402545595344197
2245,Al-Amin Hossain ,2014,14,7,5,4,2,2,20,20,0,0,2,BDESH,1.1971956814683759e-05,0.0,0.003637114999060283,0.0003420150615674007
2347,DR O'Sullivan ,1974,3,2,1,2,1,2,5,40,0,0,0,NZ,4.604598774878421e-07,0.0,0.0036371149990603647,0.00033986426015853165
2335,Irfan Sajid ,2014,1,1,0,2,2,2,5,40,0,0,0,UAE,0.0,0.0,0.0036371149990603647,0.00033977822810217316
2257,Jahangir Alam ,1997,3,3,0,4,3,1,22,18,0,0,1,BDESH,1.0130117304732378e-06,0.0,0.003273403499154254,0.00030598967581593625
2273,VAB Tewarie ,2011,1,1,0,4,4,4,22,18,0,0,0,NL,0.0,0.0,0.003273403499154254,0.0003058004052919496
2316,Zahid Ahmed ,1987,2,2,1,3,3,3,13,23,0,0,1,PAK,8.978967611012856e-07,0.0,0.003137011686689471,0.00029322648424800633
2317,MZ Zahir ,2009,1,1,1,3,3,0,13,23,0,0,0,CAN,0.0,0.0,0.003137011686689471,0.0002930587217381119
2311,CEL Stuart ,2001,5,1,1,3,3,0,13,23,0,0,0,WI,0.0,0.0,0.003137011686689471,0.0002930587217381119
2277,SL Watkin ,1994,4,2,0,4,4,2,23,17,0,0,1,ENG,3.177173154666063e-06,0.0,0.0030915477492012406,0.0002894051150756969
2358,DF Whatmore ,1980,1,1,0,2,2,2,6,33,0,0,0,AUS,0.0,0.0,0.0030006198742248006,0.0002803170381842949
2288,NR Dyer ,1999,5,4,3,3,2,3,14,21,0,0,1,SCOT,3.867862970897823e-06,0.0,0.002864228061759951,0.0002682980239038333
2251,PLS Gamage ,2014,9,5,3,4,3,2,27,14,0,0,0,SL,9.945933353737228e-06,0.0,0.002545980499342198,0.000239703052088788
2268,B Stanlake ,2017,7,5,2,4,2,1,28,14,0,0,1,AUS,3.867862970897823e-06,0.0,0.002545980499342198,0.0002385674289448994
2336,Junaid Zia ,2003,4,2,1,2,2,2,7,28,0,0,1,PAK,9.669657427244567e-07,0.0,0.0025459804993422552,0.00023802542698986472
2332,KC Hodsoll ,2007,3,2,1,2,2,2,7,28,0,0,1,BMUDA,6.446438284829703e-07,0.0,0.0025459804993422552,0.000237965204550421
2354,PIC Thompson ,1997,2,1,0,2,2,2,7,28,0,0,0,WI,3.2232191424148623e-07,0.0,0.0025459804993422552,0.00023790498211096698
2259,CH Lonsdale ,2007,1,1,0,4,4,4,28,14,0,0,0,BMUDA,0.0,0.0,0.002545980499342198,0.0002378447596715129
2283,Abdullah Mazari ,2010,2,1,0,3,3,3,16,18,0,0,0,AFG,1.1051037059708056e-06,0.0,0.002455052624365672,0.00022955678090421066
2300,DJ Murray ,1994,1,1,0,3,3,3,17,17,0,0,0,NZ,0.0,0.0,0.002318660811900913,0.0002166086204151271
2313,JN Valentine ,1979,3,2,2,3,3,0,17,17,0,0,0,CAN,0.0,0.0,0.002318660811900913,0.0002166086204151271
2324,BR Dorey ,2006,4,1,0,2,2,2,8,25,0,0,0,AUS,1.105103705970803e-06,0.0,0.002273196874412728,0.00021256786949911446
2376,SP Jones ,2004,8,1,0,1,1,1,2,50,0,0,0,ENG,3.223219142414931e-07,0.0,0.002273196874412728,0.00021242161500330188
2397,R Sharma ,2011,4,1,0,1,1,1,2,50,0,0,0,INDIA,1.3813796324635436e-07,0.0,0.002273196874412728,0.00021238720218076264
2391,G Onions ,2009,4,1,0,1,1,1,2,50,0,0,0,ENG,1.3813796324635436e-07,0.0,0.002273196874412728,0.00021238720218076264
2404,S Tyagi ,2009,4,1,1,1,1,0,2,50,0,0,0,INDIA,0.0,0.0,0.002273196874412728,0.00021236139256385823
2352,JNK Shannon ,2013,1,1,0,2,2,2,8,25,0,0,0,IRE,0.0,0.0,0.002273196874412728,0.00021236139256385823
2395,SJ Roberts ,1990,2,1,1,1,1,0,2,50,0,0,0,NZ,0.0,0.0,0.002273196874412728,0.00021236139256385823
2331,BE Hendricks ,2019,4,1,1,2,2,0,8,25,0,0,0,SA,0.0,0.0,0.002273196874412728,0.00021236139256385823
2330,R Hekure ,2019,1,1,0,2,2,2,8,25,0,0,0,PNG,0.0,0.0,0.002273196874412728,0.00021236139256385823
2388,DP Nannes ,2009,1,1,0,1,1,1,2,50,0,0,0,AUS,0.0,0.0,0.002273196874412728,0.00021236139256385823
2305,MJ Petrie ,2009,4,2,0,3,3,1,18,16,0,0,1,SCOT,1.2432416692171575e-06,0.0,0.002182268999436153,0.0002040992234134604
2297,Mazharul Haque ,2002,1,1,0,3,3,3,18,16,0,0,0,BDESH,0.0,0.0,0.002182268999436153,0.00020386693686129972
2315,Yamin Ahmadzai ,2015,4,2,1,3,3,3,19,15,0,0,1,AFG,3.936931952520992e-06,0.0,0.0020458771869713934,0.00019186082738929555
2301,SV Nayak ,1981,4,1,0,3,3,3,19,15,0,0,0,INDIA,3.936931952520992e-06,0.0,0.0020458771869713934,0.00019186082738929555
2292,PD Heyn ,1975,2,2,0,3,2,1,20,15,0,0,0,SL,4.6045987748783837e-07,0.0,0.0020458771869713934,0.00019121128536382051
2295,CK Kruger ,2008,2,2,0,3,3,1,20,15,0,0,1,HKG,4.6045987748783837e-07,0.0,0.0020458771869713934,0.00019121128536382051
2309,Sagar Pun ,2018,1,1,0,3,3,3,20,15,0,0,0,NEPAL,0.0,0.0,0.0020458771869713934,0.00019112525330746203
2334,Ibrahim Zadran ,2019,1,1,0,2,2,2,9,22,0,0,0,AFG,0.0,0.0,0.0020004132494832005,0.00018687802545619317
2348,R Pathan ,2013,1,1,0,2,2,2,9,22,0,0,0,CAN,0.0,0.0,0.0020004132494832005,0.00018687802545619317
2359,AGD Wickremasinghe ,1992,4,1,0,2,2,2,10,20,0,0,0,SL,1.381379632463512e-06,0.0,0.0018185574995301824,0.00017014721022015167
2327,Fahad Nawaz ,2019,2,2,0,2,2,1,10,20,0,0,1,UAE,2.3022993874391918e-07,0.0,0.0018185574995301824,0.00016993213007926065
2329,AAW Gunawardena ,1994,1,1,0,2,2,2,10,20,0,0,0,SL,0.0,0.0,0.0018185574995301824,0.00016988911405108658
2320,Ahmed Shah ,2009,1,1,0,2,2,2,10,20,0,0,0,AFG,0.0,0.0,0.0018185574995301824,0.00016988911405108658
2304,JM Patel ,1979,3,3,0,3,2,1,23,13,0,0,1,CAN,1.05905771822202e-06,0.0,0.0017730935620418743,0.00016583975992942877
2318,Zakiullah Zaki ,2012,1,1,1,3,3,0,22,13,0,0,0,AFG,0.0,0.0,0.0017730935620418743,0.00016564188619980734
2339,RJ Kirtley ,2001,11,2,0,2,1,1,11,18,0,0,0,ENG,2.5325293261830944e-06,0.0,0.0016367017495771637,0.00015337337895593615
2326,Elias Sunny ,2011,4,4,2,2,1,1,11,18,0,0,1,BDESH,7.59758797854929e-07,0.0,0.0016367017495771637,0.00015304215553896996
2321,Anisur Rahman ,1995,2,2,0,2,2,1,11,18,0,0,1,BDESH,2.5325293261831024e-07,0.0,0.0016367017495771637,0.00015294752027697665
2342,DWO Morgan ,2006,2,2,0,2,1,1,11,18,0,0,0,BMUDA,2.5325293261831024e-07,0.0,0.0016367017495771637,0.00015294752027697665
2357,MD Wettimuny ,1983,1,1,0,2,2,2,11,18,0,0,0,SL,0.0,0.0,0.0016367017495771637,0.00015290020264597997
2372,RS Ghai ,1984,6,1,0,1,1,1,3,33,0,0,0,INDIA,3.4534490811587915e-07,0.0,0.0015003099371124003,0.00014022304313440854
2379,SCG MacGill ,2000,3,2,1,1,1,1,3,33,0,0,0,AUS,1.3813796324635155e-07,0.0,0.0015003099371124003,0.0001401843287090467
2375,SA Jayasinghe ,1979,2,1,0,1,1,1,3,33,0,0,0,SL,6.906898162317601e-08,0.0,0.0015003099371124003,0.00014017142390059968
2362,Alawi Shukri ,2008,1,1,0,1,1,1,3,33,0,0,0,UAE,0.0,0.0,0.0015003099371124003,0.00014015851909214227
2365,KMC Bandara ,2016,1,1,1,1,1,0,3,33,0,0,0,SL,0.0,0.0,0.0015003099371124003,0.00014015851909214227
2374,Iqbal Sikander ,1992,4,1,1,1,1,0,3,33,0,0,0,PAK,0.0,0.0,0.0015003099371124003,0.00014015851909214227
2377,S Kaul ,2018,3,2,0,1,1,0,3,33,0,0,1,INDIA,0.0,0.0,0.0015003099371124003,0.00014015851909214227
2310,A Shamshudeen ,2007,1,1,0,3,3,3,28,10,0,0,0,CAN,0.0,0.0,0.0013639181246475956,0.00012741683553831493
2291,RT Hart ,1985,1,1,0,3,3,3,29,10,0,0,0,NZ,0.0,0.0,0.0013639181246475956,0.00012741683553831493
2333,Hussain Talat ,2019,1,1,0,2,2,2,14,14,0,0,0,PAK,0.0,0.0,0.0012729902496711276,0.00011892237983575645
2328,PG Gillespie ,2006,5,4,0,2,2,0,14,14,0,0,3,IRE,0.0,0.0,0.0012729902496711276,0.00011892237983575645
2325,WJ Edwards ,1975,1,1,0,2,2,2,14,14,0,0,0,AUS,0.0,0.0,0.0012729902496711276,0.00011892237983575645
2392,KA Patel ,2006,2,2,1,1,1,1,4,25,0,0,1,KENYA,9.209197549756714e-08,0.0,0.001136598437206364,0.00010619790269319873
2364,PJ Bakker ,1996,5,1,1,1,1,0,4,25,0,0,0,NL,0.0,0.0,0.001136598437206364,0.00010618069628192912
2382,JM Mennie ,2016,2,2,0,1,1,0,4,25,0,0,1,AUS,0.0,0.0,0.001136598437206364,0.00010618069628192912
2341,SC Meaker ,2011,2,2,0,2,1,1,16,12,0,0,0,ENG,3.6836790199026857e-07,0.0,0.0010911344997181095,0.00010200229407573874
2351,Sameer Zia ,2004,1,1,1,2,2,0,20,10,0,0,0,UAE,0.0,0.0,0.000909278749765091,8.494455702554329e-05
2346,Nasir Javed ,2004,1,1,1,2,2,0,19,10,0,0,0,USA,0.0,0.0,0.000909278749765091,8.494455702554329e-05
2368,MC Cowdrey ,1971,1,1,0,1,1,1,5,20,0,0,0,ENG,0.0,0.0,0.0009092787497650912,8.494455702554329e-05
2353,GJ Thompson ,2008,3,2,0,2,2,1,21,9,0,0,1,IRE,9.669657427244557e-07,0.0,0.0008183508747885822,7.663076864132624e-05
2322,HWR Cartwright ,2017,2,2,0,2,1,1,23,8,0,0,0,AUS,5.295288591110118e-07,0.0,0.0007274229998120722,6.805458248524223e-05
2393,Y Punja ,2015,1,1,0,1,1,1,6,16,0,0,0,UAE,0.0,0.0,0.0007274229998120729,6.79556456204367e-05
2402,LB Taylor ,1986,2,1,1,1,1,0,6,16,0,0,0,ENG,0.0,0.0,0.0007274229998120729,6.79556456204367e-05
2380,Mahmood Hamid ,1995,1,1,0,1,1,1,6,16,0,0,0,PAK,0.0,0.0,0.0007274229998120729,6.79556456204367e-05
2406,BA Westdijk ,2011,4,3,1,1,1,0,6,16,0,0,2,NL,0.0,0.0,0.0007274229998120729,6.79556456204367e-05
2371,Fareed Ahmad ,2014,5,2,2,1,1,0,6,16,0,0,0,AFG,0.0,0.0,0.0007274229998120729,6.79556456204367e-05
2370,MTG Elliott ,1997,1,1,0,1,1,1,6,16,0,0,0,AUS,0.0,0.0,0.0007274229998120729,6.79556456204367e-05
2366,Bilal Khan ,2019,4,2,1,1,1,1,7,14,0,0,1,OMAN,4.834828713622284e-07,0.0,0.0006364951248355638,5.9551523577048944e-05
2399,AM Stuart ,1997,3,1,0,1,1,1,7,14,0,0,0,AUS,3.223219142414852e-07,0.0,0.0006364951248355638,5.9521412357321915e-05
2403,JG Thomas ,1986,3,3,2,1,1,1,7,14,0,0,1,ENG,3.223219142414852e-07,0.0,0.0006364951248355638,5.9521412357321915e-05
2390,NV Ojha ,2010,1,1,0,1,1,1,7,14,0,0,0,INDIA,0.0,0.0,0.0006364951248355638,5.946118991787822e-05
2396,LC Romero ,2004,2,2,0,1,1,0,7,14,0,0,1,USA,0.0,0.0,0.0006364951248355638,5.946118991787822e-05
2401,JP Taylor ,1993,1,1,0,1,1,1,8,12,0,0,0,ENG,0.0,0.0,0.0005455672498590547,5.096673421533012e-05
2389,Nasim-ul-Ghani ,1973,1,1,0,1,1,1,8,12,0,0,0,PAK,0.0,0.0,0.0005455672498590547,5.096673421533012e-05
2400,Subashis Roy ,2016,1,1,1,1,1,0,9,11,0,0,0,BDESH,0.0,0.0,0.0005001033123708001,4.671950636405088e-05
2394,RR Ramdass ,2005,1,1,0,1,1,1,9,11,0,0,0,WI,0.0,0.0,0.0005001033123708001,4.671950636405088e-05
2378,B Laughlin ,2009,5,1,1,1,1,0,9,11,0,0,0,AUS,0.0,0.0,0.0005001033123708001,4.671950636405088e-05
2361,Abu Hider ,2018,2,1,0,1,1,1,11,9,0,0,0,BDESH,2.5325293261831024e-07,0.0,0.0004091754373942911,3.827236829248906e-05
2387,W Mwayenga ,2002,3,2,0,1,1,0,11,9,0,0,1,ZIM,0.0,0.0,0.0004091754373942911,3.8225050661492404e-05
2405,KPJ Warnaweera ,1990,6,3,3,1,1,0,11,9,0,0,0,SL,0.0,0.0,0.0004091754373942911,3.8225050661492404e-05
2386,M Mulla ,2007,1,1,0,1,1,1,11,9,0,0,0,CAN,0.0,0.0,0.0004091754373942911,3.8225050661492404e-05
2409,B Yograj Singh ,1980,6,4,2,1,1,0,12,8,0,0,1,INDIA,0.0,0.0,0.0003637114999060361,3.397782281021317e-05
2360,Abdul Rehman ,2004,1,1,0,1,1,1,13,7,0,0,0,UAE,0.0,0.0,0.00031824756241778174,2.9730594958944302e-05
2408,NS Yadav ,1986,7,2,2,1,1,0,16,6,0,0,0,INDIA,0.0,0.0,0.00027278362492952736,2.548336710766506e-05
2383,Mohammad Kashif ,2006,11,3,0,1,1,0,17,5,0,0,2,NL,0.0,0.0,0.00022731968744127244,2.1236139256385823e-05
2384,Moniruzzaman ,2003,2,2,0,1,1,0,20,5,0,0,1,BDESH,0.0,0.0,0.00022731968744127244,2.1236139256385823e-05
2373,Gurdeep Singh ,2013,1,1,0,1,1,1,23,4,0,0,0,KENYA,0.0,0.0,0.00018185574995301806,1.6988911405106585e-05
2456,NV Radford ,1988,6,3,2,0,0,0,7,0,0,0,1,ENG,0.0,0.0,0.0,0.0
2463,Robiul Islam ,2013,3,1,1,0,0,0,1,0,0,0,0,BDESH,0.0,0.0,0.0,0.0
2462,Rizwan Latif ,2004,1,1,0,0,0,0,2,0,0,0,1,UAE,0.0,0.0,0.0,0.0
2461,Raza Hasan ,2014,1,1,0,0,0,0,2,0,0,0,1,PAK,0.0,0.0,0.0,0.0
